"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Hineni_CU: .@RodneyDavis's latest pitch claims ""IL Dems just passed a bill that would effectively disallow Pres. Trump from appearing o…",FALSE,0,NA,2019-04-23 02:19:19,FALSE,NA,"1120512445058043906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markburgerenerg",10,TRUE,FALSE,NA,NA
"@ajollygood @_GreatBike_ @RodneyDavis They should have applied for a Guinness World Record - largest orgy ever reco… https://t.co/AA6zGiGzO8",FALSE,0,"ajollygood",2019-04-23 02:16:38,TRUE,"1120507913775325184","1120511770358054912","817839919527641088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PoliTeach",0,FALSE,FALSE,NA,NA
"RT @_GreatBike_: If we took a random sample of @RodneyDavis' policy tweets &amp; fact checked them to quantify his lie rate, what % do you thin…",FALSE,0,NA,2019-04-23 02:08:36,FALSE,NA,"1120509748812627968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",5,TRUE,FALSE,NA,NA
"@RodneyDavis Your photo-ops are now totally pathetic and fooling no one in IL 13.  #UnseatDavis2020.  Our mission w… https://t.co/q4mVdGaG2Y",FALSE,0,"RodneyDavis",2019-04-23 02:07:12,TRUE,NA,"1120509395673276416","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",0,FALSE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis @siusom And you, Rod, voted time and time again to make it harder for ppl to pay for that treatment.
Your support…",FALSE,0,NA,2019-04-23 02:03:47,FALSE,NA,"1120508537287905281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",1,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @RodneyDavis said he ""supported protecting pre-existing conditions"" while stabbing our district in the back by voting to e…",FALSE,0,NA,2019-04-23 02:03:11,FALSE,NA,"1120508384338501633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristan1949",1,TRUE,FALSE,NA,NA
"RT @ajollygood: @_GreatBike_ @RodneyDavis And then he laughed. And laughed. https://t.co/g1wJikv0kH",FALSE,0,NA,2019-04-23 02:02:10,FALSE,NA,"1120508128435552256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"@_GreatBike_ @RodneyDavis And then he laughed. And laughed. https://t.co/g1wJikv0kH",FALSE,3,"_GreatBike_",2019-04-23 02:01:19,FALSE,"1120506385203068928","1120507913775325184","93801030","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ajollygood",1,FALSE,FALSE,NA,NA
"@RodneyDavis said he ""supported protecting pre-existing conditions"" while stabbing our district in the back by voti… https://t.co/vsWwG3VCTK",FALSE,1,"RodneyDavis",2019-04-23 01:55:14,TRUE,NA,"1120506385203068928","993153006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,FALSE,FALSE,NA,NA
"@funnygirlescope @_GreatBike_ @RodneyDavis Good question.

Rodney never engages here ... what new? Doesn't engage a… https://t.co/Q7kg3DkxTq",FALSE,0,"funnygirlescope",2019-04-23 01:53:11,TRUE,"1120336279370129409","1120505867219144705","16701609","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MichaelLillich",0,FALSE,FALSE,NA,NA
"RT @openletterbot: I just delivered this letter from Michael in Mt Zion, Ill. to @SenatorDurbin, @RodneyDavis and @SenDuckworth #ilpols #il…",FALSE,0,NA,2019-04-23 01:51:26,FALSE,NA,"1120505428507537408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",5,TRUE,FALSE,NA,NA
"RT @DeanxRiley: @RodneyDavis Happy Easter. Will you be seeking Russian help for your campaign?",FALSE,0,NA,2019-04-23 01:50:50,FALSE,NA,"1120505277894336514",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @EmilySuess: @MichaelLillich @RodneyDavis Literally contact his office every day. And Tweet at him even more frequently. Not that he's i…",FALSE,0,NA,2019-04-23 01:49:53,FALSE,NA,"1120505035673231361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @justinlfowler: U.S. Rep. @RodneyDavis gets a hand shake from Jacky Wade, the twin brother of Jonny Wade, pictured behind them, who pass…",FALSE,0,NA,2019-04-23 01:49:27,FALSE,NA,"1120504928034799616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rflsunrise",4,TRUE,FALSE,NA,NA
"@justinlfowler @RodneyDavis @KSHCF Great picture!",FALSE,2,"justinlfowler",2019-04-23 01:49:04,FALSE,"1120459166819205120","1120504831452622854","26598823","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","j0n_wade",0,FALSE,FALSE,NA,NA
"@rjlaya @RodneyDavis @RepKinzinger Maybe with @FlatRodneyDavis?",FALSE,0,"rjlaya",2019-04-23 01:47:41,FALSE,"1120324556533764096","1120504483228934144","234838239","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"House Representative Rodney Davis (@RodneyDavis) IL-13 voted for the AHCA bill.",FALSE,0,NA,2019-04-23 01:47:23,FALSE,NA,"1120504408780017664",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","AmHealthCareAct",0,FALSE,FALSE,NA,NA
"RT @dberrygannett: . @RepMarciaFudge will hold a field hearing on elections &amp; #VotingRights Thurs in her home state of Ohio. Other lawmaker…",FALSE,0,NA,2019-04-23 01:47:20,FALSE,NA,"1120504393810567169",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aprairiesong",11,TRUE,FALSE,NA,NA
"RT @JoyPoos: @RodneyDavis How are you and the GOP going to hold Trump accountable?  #IL13isWatching",FALSE,0,NA,2019-04-23 01:45:35,FALSE,NA,"1120503955073712128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis Do you support allowing foreign interference in our elections?",FALSE,0,NA,2019-04-23 01:45:28,FALSE,NA,"1120503926221099008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @CU_Indivisible: .@RodneyDavis is going to try and hang impeachment around @BetsyforIL's neck because it's easier than explaining why he…",FALSE,0,NA,2019-04-23 01:45:17,FALSE,NA,"1120503879249088517",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",15,TRUE,FALSE,NA,NA
"RT @_GreatBike_: @justinlfowler @RodneyDavis @KSHCF @RodneyDavis is responsible for constantly voting against cancer patients, and he held…",FALSE,0,NA,2019-04-23 01:45:00,FALSE,NA,"1120503808050782213",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aprairiesong",2,TRUE,FALSE,NA,NA
"RT @ILCitizen: @CU_Indivisible @RodneyDavis @BetsyforIL If this were a Dem in office, he'd be leading the impeachment charge. Such a partis…",FALSE,0,NA,2019-04-23 01:44:18,FALSE,NA,"1120503631160270848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"@RodneyDavis @siusom And you, Rod, voted time and time again to make it harder for ppl to pay for that treatment.
Y… https://t.co/1EAfTV44j7",FALSE,2,"RodneyDavis",2019-04-23 01:44:04,TRUE,"1120407184913895427","1120503574302199810","993153006","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrSPff",1,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis If U are worried about the spiritual growth of our youth it would be wise to stop enabling a man who paid…",FALSE,0,NA,2019-04-23 01:44:03,FALSE,NA,"1120503569847865348",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @joyce_volkmann: @RodneyDavis It is imperative for Nation Security that you vote to #ImpeachDonaldTrump 

Time to put nation over party!",FALSE,0,NA,2019-04-23 01:43:51,FALSE,NA,"1120503518165635073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @mesosuchus: @RodneyDavis Nothing a cancer likes more than being the prop of the man who will do everything in his power to take cancer…",FALSE,0,NA,2019-04-23 01:43:06,FALSE,NA,"1120503330780975104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @SnarkyBits: @RodneyDavis Does Jonny's family know your party has consistently cut funding for research into various health problems, in…",FALSE,0,NA,2019-04-23 01:42:56,FALSE,NA,"1120503289613836289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",4,TRUE,FALSE,NA,NA
"RT @FranksUpperLip: @RodneyDavis If this was truly from the heart, you wouldn’t need a self serving staged photo op, using these folks as a…",FALSE,0,NA,2019-04-23 01:42:24,FALSE,NA,"1120503155769393153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @rickatoni: @bschoenburg @RodneyDavis Do they know how he voted to destroy people's protections for pre existing conditions?",FALSE,0,NA,2019-04-23 01:42:09,FALSE,NA,"1120503092808691713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @joyce_volkmann: IL Rep @RodneyDavis

 It is  time to put your country over party. #ImpeachDonaldTrump 

#ComplicitGOP",FALSE,0,NA,2019-04-23 01:42:03,FALSE,NA,"1120503065491202050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @S_Shan_Shan: @RodneyDavis so what about the kids who don't want a faith based program that could help them?  They're just SOL then?",FALSE,0,NA,2019-04-23 01:41:55,FALSE,NA,"1120503033216020481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis @siusom This is truly wonderful news! The next step is to make sure that EVERY sick child has insurance,…",FALSE,0,NA,2019-04-23 01:41:23,FALSE,NA,"1120502899384160256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis @siusom I have volunteered with kids who have cancer for 12+ years, their issues often do not stop after…",FALSE,0,NA,2019-04-23 01:41:10,FALSE,NA,"1120502842861740032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",3,TRUE,FALSE,NA,NA
"RT @MichaelLillich: @RodneyDavis @siusom Photo-op du jour.

What exactly did you have to do with these cancer treatment advance?

As a cons…",FALSE,0,NA,2019-04-23 01:40:52,FALSE,NA,"1120502768597336064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @JudeKrush: @RodneyDavis @siusom Do you support @RepJayapal 's Medicare-for-all bill? Oh you don't? 
The number one cause of bankruptcy…",FALSE,0,NA,2019-04-23 01:40:33,FALSE,NA,"1120502689232822274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @DonGerard: ""HOW WILL WE PAY FOR IT, @RodneyDavis???""

@ilgOP @gop #TWILL #ILLINOIS 

https://t.co/1JAC5vqo4O",FALSE,0,NA,2019-04-23 01:40:17,FALSE,NA,"1120502621964521479",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"RT @dberrygannett: . @RepMarciaFudge will hold a field hearing on elections &amp; #VotingRights Thurs in her home state of Ohio. Other lawmaker…",FALSE,0,NA,2019-04-23 01:40:11,FALSE,NA,"1120502595813089281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",11,TRUE,FALSE,NA,NA
"@justinlfowler @RodneyDavis @KSHCF @RodneyDavis is responsible for constantly voting against cancer patients, and h… https://t.co/q85YBVPC6f",FALSE,3,"justinlfowler",2019-04-23 01:39:01,TRUE,"1120459166819205120","1120502302216007687","26598823","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,FALSE,FALSE,NA,NA
"RT @frickj13: @RodneyDavis @siusom This seams like a election year stunt. You keep trying to cut CDC, NIH, and Medicaid. Not gonna even men…",FALSE,0,NA,2019-04-23 01:24:52,FALSE,NA,"1120498741277089793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis Your promotion of “spiritual growth” smacks of sponsored religion.
Please stop.
Whatever happened to volunteerism…",FALSE,0,NA,2019-04-23 01:24:12,FALSE,NA,"1120498572561133575",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis It gives money to your donor’s companies while you vote to take insurance away form the patients who need the cure…",FALSE,0,NA,2019-04-23 01:24:01,FALSE,NA,"1120498528084811778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @DrSPff: @RodneyDavis In fact there you have more than one living #IL13 constituent with cancer who regularly calls you out here on Twit…",FALSE,0,NA,2019-04-23 01:23:53,FALSE,NA,"1120498492659699718",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @dberrygannett: . @RepMarciaFudge will hold a field hearing on elections &amp; #VotingRights Thurs in her home state of Ohio. Other lawmaker…",FALSE,0,NA,2019-04-23 01:23:04,FALSE,NA,"1120498289223315465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Estherever4life",11,TRUE,FALSE,NA,NA
"RT @tealdeer: @Hineni_CU @RodneyDavis ""Effectively disallow""? Is he somehow prohibited from releasing his tax returns?",FALSE,0,NA,2019-04-23 01:22:22,FALSE,NA,"1120498113066819585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"RT @mannekenpress: @RodneyDavis @RodneyDavis, the Mueller Report clearly lays out obstruction of justice. where do you stand on impeachment?",FALSE,0,NA,2019-04-23 01:21:04,FALSE,NA,"1120497787072864257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",1,TRUE,FALSE,NA,NA
"@_GreatBike_ @townhallproject @RodneyDavis Tim Johnson would actually reach across the aisle if it would benefit… https://t.co/BNQfLzacdz",FALSE,1,"_GreatBike_",2019-04-23 01:17:01,TRUE,"1120491302376939522","1120496763939577857","93801030","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donny_moscow",0,FALSE,FALSE,NA,NA
"@townhallproject Unlike @RodneyDavis—who is such a partisan extremist that he cannot even stand to listen to consti… https://t.co/973lNKwHxS",FALSE,1,"townhallproject",2019-04-23 00:55:18,TRUE,"1120485019649179650","1120491302376939522","826472694426255361","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",0,FALSE,FALSE,NA,NA
"Why isn’t anyone talking about another Democrat tax scam in Illinois disguised as fair tax act. Put these Democrats… https://t.co/mKMe9tKLyB",FALSE,0,NA,2019-04-23 00:53:09,TRUE,NA,"1120490759642394624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stand4Free",0,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @Hineni_CU @RodneyDavis RD, if it is the law &amp; Donnie refuses to release his taxes then HE is keeping himself off of t…",FALSE,0,NA,2019-04-23 00:50:00,FALSE,NA,"1120489969074700288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",2,TRUE,FALSE,NA,NA
"Thank you so much,  Congressman Davis @RodneyDavis. I know Jonny was smiling down on you today ❤ https://t.co/0LjlZVO7jR",FALSE,1,NA,2019-04-23 00:46:42,FALSE,NA,"1120489136543158272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddblount",0,FALSE,FALSE,NA,NA
"@DonGerard @RodneyDavis @ILGOP @GOP 7",FALSE,0,"DonGerard",2019-04-23 00:46:39,FALSE,"1120439366449496064","1120489125205938177","198939871","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pilsenjla",0,FALSE,FALSE,NA,NA
"RT @funnygirlescope: @RodneyDavis No details?  Where is the $370 million coming from and to whom will it be paid.  Please post a link so we…",FALSE,0,NA,2019-04-23 00:46:19,FALSE,NA,"1120489040418099202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_GreatBike_",4,TRUE,FALSE,NA,NA
